dex,speciesName,speciesId,baseStats,types,fastMoves,chargedMoves,tags,defaultIVs,level25CP,buddyDistance,thirdMoveCost,released,family,eliteMoves,searchPriority,nicknames,legacyMoves,levelFloor,aliasId
874,Stonjourner,stonjourner,"{'atk': 222, 'def': 182, 'hp': 225}","['rock', 'none']",['ROCK_THROW'],"['STONE_EDGE', 'ROCK_SLIDE', 'STOMP']",,"{'cp500': [6, 4, 11, 13], 'cp1500': [17, 6, 14, 13], 'cp2500': [29, 4, 14, 8]}",,5.0,75000.0,False,,,,,,,
875,Eiscue,eiscue,"{'atk': 148, 'def': 195, 'hp': 181}","['ice', 'none']",['POWDER_SNOW'],"['ICY_WIND', 'WEATHER_BALL_ICE', 'SURF']",,"{'cp500': [9, 6, 13, 15], 'cp1500': [28, 4, 9, 10], 'cp2500': [50, 15, 15, 15]}",,5.0,75000.0,False,,,,,,,
875,Eiscue (Ice),eiscue_ice,"{'atk': 148, 'def': 195, 'hp': 181}","['ice', 'none']",['POWDER_SNOW'],"['ICY_WIND', 'WEATHER_BALL_ICE', 'SURF']",,"{'cp500': [9, 6, 13, 15], 'cp1500': [28, 4, 9, 10], 'cp2500': [50, 15, 15, 15]}",,5.0,75000.0,False,,,,,,,
875,Eiscue (Noice),eiscue_noice,"{'atk': 173, 'def': 139, 'hp': 181}","['ice', 'none']",['POWDER_SNOW'],"['ICY_WIND', 'WEATHER_BALL_ICE', 'SURF']",,"{'cp500': [9, 9, 14, 12], 'cp1500': [27, 7, 13, 15], 'cp2500': [50, 15, 15, 15]}",,5.0,75000.0,False,,,,,,,
876,Indeedee,indeedee,"{'atk': 208, 'def': 166, 'hp': 155}","['psychic', 'normal']",['EXTRASENSORY'],"['PSYBEAM', 'PSYCHIC', 'SHADOW_BALL']",,"{'cp500': [8, 5, 5, 8], 'cp1500': [23, 4, 9, 14], 'cp2500': [45.5, 6, 14, 14], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,False,,,,,,,
876,Indeedee (Female),indeedee_female,"{'atk': 184, 'def': 184, 'hp': 172}","['psychic', 'normal']",['EXTRASENSORY'],"['PSYBEAM', 'PSYCHIC', 'ENERGY_BALL']",,"{'cp500': [8, 5, 10, 10], 'cp1500': [23.5, 4, 8, 15], 'cp2500': [48.5, 4, 12, 15], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,False,,,,,,,
876,Indeedee (Male),indeedee_male,"{'atk': 208, 'def': 166, 'hp': 155}","['psychic', 'normal']",['EXTRASENSORY'],"['PSYBEAM', 'PSYCHIC', 'SHADOW_BALL']",,"{'cp500': [8, 5, 5, 8], 'cp1500': [23, 4, 9, 14], 'cp2500': [45.5, 6, 14, 14], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,False,,,,,,,
877,Morpeko,morpeko,"{'atk': 192, 'def': 121, 'hp': 151}","['electric', 'dark']","['THUNDER_SHOCK', 'BITE']","['CRUNCH', 'PAYBACK', 'THUNDERBOLT', 'WILD_CHARGE']",,"{'cp500': [9.5, 5, 15, 14], 'cp1500': [29, 5, 15, 8], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,False,,,,,,,
877,Morpeko (Full Belly),morpeko_full_belly,"{'atk': 192, 'def': 121, 'hp': 151}","['electric', 'dark']","['THUNDER_SHOCK', 'BITE']","['CRUNCH', 'PAYBACK', 'THUNDERBOLT', 'WILD_CHARGE']",,"{'cp500': [9.5, 5, 15, 14], 'cp1500': [29, 5, 15, 8], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,False,,,,,,,
877,Morpeko (Hangry),morpeko_hangry,"{'atk': 192, 'def': 121, 'hp': 151}","['electric', 'dark']","['THUNDER_SHOCK', 'BITE']","['CRUNCH', 'PAYBACK', 'THUNDERBOLT', 'WILD_CHARGE']",,"{'cp500': [9.5, 5, 15, 14], 'cp1500': [29, 5, 15, 8], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,False,,,,,,,
878,Cufant,cufant,"{'atk': 140, 'def': 91, 'hp': 176}","['steel', 'none']","['TACKLE', 'ROCK_SMASH']","['IRON_HEAD', 'DIG', 'PLAY_ROUGH']",,"{'cp500': [14, 5, 10, 13], 'cp1500': [49, 13, 14, 12], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 15, 15, 15]}",,5.0,75000.0,False,"{'id': 'FAMILY_CUFANT', 'evolutions': ['copperajah']}",,,,,,
879,Copperajah,copperajah,"{'atk': 226, 'def': 126, 'hp': 263}","['steel', 'none']","['TACKLE', 'ROCK_SMASH']","['IRON_HEAD', 'DIG', 'PLAY_ROUGH', 'HEAVY_SLAM']",,"{'cp500': [6.5, 4, 12, 8], 'cp1500': [18.5, 4, 15, 11], 'cp2500': [32.5, 4, 12, 12]}",,5.0,75000.0,False,"{'id': 'FAMILY_CUFANT', 'parent': 'cufant'}",,,,,,
880,Dracozolt,dracozolt,"{'atk': 195, 'def': 165, 'hp': 207}","['electric', 'dragon']","['DRAGON_TAIL', 'THUNDER_SHOCK']","['DISCHARGE', 'DRAGON_PULSE', 'ANCIENT_POWER']",,"{'cp500': [7, 11, 13, 15], 'cp1500': [21, 7, 15, 11], 'cp2500': [41.5, 4, 15, 9], 'cp2500l40': [38, 12, 13, 15]}",,5.0,75000.0,False,,,,,,,
881,Arctozolt,arctozolt,"{'atk': 190, 'def': 166, 'hp': 207}","['electric', 'ice']","['POWDER_SNOW', 'THUNDER_SHOCK']","['DISCHARGE', 'AVALANCHE', 'ANCIENT_POWER']",,"{'cp500': [7.5, 4, 7, 14], 'cp1500': [21.5, 7, 13, 13], 'cp2500': [42, 4, 15, 15], 'cp2500l40': [39.5, 12, 13, 15]}",,5.0,75000.0,False,,,,,,,
882,Dracovish,dracovish,"{'atk': 175, 'def': 185, 'hp': 207}","['water', 'dragon']","['DRAGON_BREATH', 'WATER_GUN']","['BRINE', 'DRAGON_PULSE', 'ANCIENT_POWER']",,"{'cp500': [7.5, 5, 14, 14], 'cp1500': [22.5, 5, 12, 11], 'cp2500': [46.5, 4, 14, 7], 'cp2500l40': [40, 15, 15, 15]}",,5.0,75000.0,False,,,,,,,
883,Arctovish,arctovish,"{'atk': 171, 'def': 185, 'hp': 207}","['water', 'ice']","['POWDER_SNOW', 'WATER_GUN']","['BRINE', 'AVALANCHE', 'ANCIENT_POWER']",,"{'cp500': [7.5, 12, 14, 11], 'cp1500': [22.5, 7, 15, 13], 'cp2500': [46.5, 5, 13, 15], 'cp2500l40': [40, 15, 15, 15]}",,5.0,75000.0,False,,,,,,,
884,Duraludon,duraludon,"{'atk': 239, 'def': 185, 'hp': 172}","['steel', 'dragon']","['DRAGON_TAIL', 'METAL_CLAW']","['FLASH_CANNON', 'DRAGON_CLAW', 'HYPER_BEAM']",,"{'cp500': [6, 10, 14, 15], 'cp1500': [18, 6, 12, 12], 'cp2500': [29.5, 7, 14, 15]}",,5.0,75000.0,False,,,,,,,
885,Dreepy,dreepy,"{'atk': 117, 'def': 61, 'hp': 99}","['dragon', 'ghost']","['ASTONISH', 'QUICK_ATTACK']",['STRUGGLE'],,"{'cp500': [25, 4, 13, 15], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,5.0,75000.0,False,"{'id': 'FAMILY_DREEPY', 'evolutions': ['drakloak']}",,,,,,
886,Drakloak,drakloak,"{'atk': 163, 'def': 105, 'hp': 169}","['dragon', 'ghost']","['ASTONISH', 'DRAGON_TAIL']","['DRAGON_PULSE', 'SHADOW_BALL', 'OUTRAGE']",,"{'cp500': [11.5, 5, 12, 11], 'cp1500': [39, 4, 13, 11], 'cp2500': [50, 15, 15, 15]}",,5.0,75000.0,False,"{'id': 'FAMILY_DREEPY', 'parent': 'dreepy', 'evolutions': ['dragapult']}",,,,,,
887,Dragapult,dragapult,"{'atk': 266, 'def': 170, 'hp': 204}","['dragon', 'ghost']","['HEX', 'DRAGON_TAIL']","['DRAGON_PULSE', 'SHADOW_BALL', 'OUTRAGE']",,"{'cp500': [5.5, 5, 12, 9], 'cp1500': [15.5, 7, 15, 9], 'cp2500': [26, 6, 14, 9]}",,5.0,75000.0,False,"{'id': 'FAMILY_DREEPY', 'parent': 'drakloak'}",,,,,,
888,Zacian,zacian,"{'atk': 254, 'def': 236, 'hp': 192}","['fairy', 'steel']","['METAL_CLAW', 'SNARL', 'QUICK_ATTACK', 'FIRE_FANG']","['PLAY_ROUGH', 'IRON_HEAD', 'WILD_CHARGE', 'CLOSE_COMBAT']",,"{'cp500': [5, 8, 15, 12], 'cp1500': [14, 9, 15, 15], 'cp2500': [23.5, 6, 15, 15]}",,20.0,100000.0,False,,,,,,,
888,Zacian (Crowned Sword),zacian_crowned_sword,"{'atk': 332, 'def': 240, 'hp': 192}","['fairy', 'steel']","['METAL_CLAW', 'SNARL', 'QUICK_ATTACK', 'FIRE_FANG']","['PLAY_ROUGH', 'IRON_HEAD', 'WILD_CHARGE', 'CLOSE_COMBAT']",,"{'cp500': [4, 6, 15, 8], 'cp1500': [11, 5, 14, 10], 'cp2500': [18, 4, 15, 15]}",,20.0,100000.0,False,,,,,,,
888,Zacian (Hero),zacian_hero,"{'atk': 254, 'def': 236, 'hp': 192}","['fairy', 'none']","['METAL_CLAW', 'SNARL', 'QUICK_ATTACK', 'FIRE_FANG']","['PLAY_ROUGH', 'IRON_HEAD', 'WILD_CHARGE', 'CLOSE_COMBAT']",['legendary'],"{'cp500': [5, 8, 15, 12], 'cp1500': [14, 9, 15, 15], 'cp2500': [23.5, 6, 15, 15]}",,20.0,100000.0,True,,,5.0,,,,
889,Zamazenta,zamazenta,"{'atk': 254, 'def': 236, 'hp': 192}","['fighting', 'steel']","['METAL_CLAW', 'SNARL', 'QUICK_ATTACK', 'ICE_FANG']","['MOONBLAST', 'IRON_HEAD', 'CRUNCH', 'CLOSE_COMBAT']",,"{'cp500': [5, 8, 15, 12], 'cp1500': [14, 9, 15, 15], 'cp2500': [23.5, 6, 15, 15]}",,20.0,100000.0,False,,,,,,,
889,Zamazenta (Crowned Shield),zamazenta_crowned_shield,"{'atk': 250, 'def': 292, 'hp': 192}","['fighting', 'steel']","['METAL_CLAW', 'SNARL', 'QUICK_ATTACK', 'ICE_FANG']","['MOONBLAST', 'IRON_HEAD', 'CRUNCH', 'CLOSE_COMBAT']",,"{'cp500': [4.5, 13, 15, 15], 'cp1500': [13, 5, 15, 15], 'cp2500': [22, 4, 15, 11]}",,20.0,100000.0,False,,,,,,,
889,Zamazenta (Hero),zamazenta_hero,"{'atk': 254, 'def': 236, 'hp': 192}","['fighting', 'none']","['METAL_CLAW', 'SNARL', 'QUICK_ATTACK', 'ICE_FANG']","['MOONBLAST', 'IRON_HEAD', 'CRUNCH', 'CLOSE_COMBAT']",['legendary'],"{'cp500': [5, 8, 15, 12], 'cp1500': [14, 9, 15, 15], 'cp2500': [23.5, 6, 15, 15]}",,20.0,100000.0,True,,,5.0,,,,
890,Eternatus,eternatus,"{'atk': 278, 'def': 192, 'hp': 268}","['poison', 'dragon']","['DRAGON_TAIL', 'POISON_JAB']","['CROSS_POISON', 'DRAGON_PULSE', 'FLAMETHROWER']",,"{'cp500': [4.5, 6, 10, 7], 'cp1500': [12.5, 5, 9, 13], 'cp2500': [20.5, 6, 14, 12]}",,20.0,100000.0,False,,,,,,,
890,Eternatus (Eternamax),eternatus_eternamax,"{'atk': 251, 'def': 505, 'hp': 452}","['poison', 'dragon']","['DRAGON_TAIL', 'POISON_JAB']","['CROSS_POISON', 'DRAGON_PULSE', 'FLAMETHROWER', 'HYPER_BEAM']",,"{'cp500': [2.5, 14, 15, 12], 'cp1500': [6.5, 15, 15, 13], 'cp2500': [11, 7, 14, 15]}",,20.0,100000.0,False,,,,,,,
891,Kubfu,kubfu,"{'atk': 170, 'def': 112, 'hp': 155}","['fighting', 'none']","['ROCK_SMASH', 'COUNTER']","['BRICK_BREAK', 'DYNAMIC_PUNCH', 'CLOSE_COMBAT']",,"{'cp500': [11, 7, 10, 15], 'cp1500': [36, 4, 13, 15], 'cp2500': [50, 15, 15, 15]}",,20.0,100000.0,False,"{'id': 'FAMILY_KUBFU', 'evolutions': ['urshifu', 'urshifu']}",,,,,,
892,Urshifu,urshifu,"{'atk': 254, 'def': 177, 'hp': 225}","['fighting', 'none']","['ROCK_SMASH', 'COUNTER']","['BRICK_BREAK', 'DYNAMIC_PUNCH', 'CLOSE_COMBAT']",,"{'cp500': [5.5, 5, 8, 5], 'cp1500': [15, 7, 15, 14], 'cp2500': [25.5, 6, 12, 11]}",,20.0,100000.0,False,"{'id': 'FAMILY_KUBFU', 'parent': 'kubfu'}",,,,,,
892,Urshifu (Rapid Strike),urshifu_rapid_strike,"{'atk': 254, 'def': 177, 'hp': 225}","['fighting', 'water']","['ROCK_SMASH', 'COUNTER', 'WATERFALL']","['BRICK_BREAK', 'DYNAMIC_PUNCH', 'CLOSE_COMBAT', 'AQUA_JET']",,"{'cp500': [5.5, 5, 8, 5], 'cp1500': [15, 7, 15, 14], 'cp2500': [25.5, 6, 12, 11]}",,20.0,100000.0,False,"{'id': 'FAMILY_KUBFU', 'parent': 'kubfu'}",,,,,,
892,Urshifu (Single Strike),urshifu_single_strike,"{'atk': 254, 'def': 177, 'hp': 225}","['fighting', 'dark']","['ROCK_SMASH', 'COUNTER', 'SUCKER_PUNCH']","['BRICK_BREAK', 'DYNAMIC_PUNCH', 'CLOSE_COMBAT', 'PAYBACK']",,"{'cp500': [5.5, 5, 8, 5], 'cp1500': [15, 7, 15, 14], 'cp2500': [25.5, 6, 12, 11]}",,20.0,100000.0,False,"{'id': 'FAMILY_KUBFU', 'parent': 'kubfu'}",,,,,,
893,Zarude,zarude,"{'atk': 242, 'def': 215, 'hp': 233}","['dark', 'grass']","['VINE_WHIP', 'BITE']","['POWER_WHIP', 'ENERGY_BALL', 'DARK_PULSE']","['mythical', 'untradeable']","{'cp500': [4.5, 15, 14, 14], 'cp1500': [14, 13, 11, 12], 'cp2500': [23.5, 11, 12, 10]}",,20.0,100000.0,True,,,,,,,
894,Regieleki,regieleki,"{'atk': 250, 'def': 125, 'hp': 190}","['electric', 'none']","['THUNDER_SHOCK', 'LOCK_ON', 'VOLT_SWITCH']","['ZAP_CANNON', 'THUNDER', 'HYPER_BEAM']",['legendary'],"{'cp500': [7, 6, 7, 5], 'cp1500': [20, 5, 13, 6], 'cp2500': [36, 4, 11, 15]}",,20.0,100000.0,True,,,,,,20.0,
895,Regidrago,regidrago,"{'atk': 202, 'def': 101, 'hp': 400}","['dragon', 'none']",['BITE'],"['HYPER_BEAM', 'OUTRAGE', 'DRAGON_PULSE', 'BREAKING_SWIPE']",['legendary'],"{'cp500': [6.5, 4, 12, 11], 'cp1500': [1, 0, 0, 0], 'cp2500': [31.5, 6, 15, 13]}",,20.0,100000.0,True,,,,,,20.0,
896,Glastrier,glastrier,"{'atk': 246, 'def': 223, 'hp': 225}","['ice', 'none']","['TACKLE', 'TAKE_DOWN']","['AVALANCHE', 'ICY_WIND', 'BULLDOZE']",,"{'cp500': [5, 4, 15, 10], 'cp1500': [14, 7, 14, 12], 'cp2500': [23.5, 4, 15, 12]}",,20.0,100000.0,False,,,,,,,
897,Spectrier,spectrier,"{'atk': 273, 'def': 146, 'hp': 205}","['ghost', 'none']","['TACKLE', 'TAKE_DOWN']","['SHADOW_BALL', 'FOUL_PLAY', 'BULLDOZE']",,"{'cp500': [5.5, 12, 13, 14], 'cp1500': [16, 4, 15, 15], 'cp2500': [27, 5, 15, 11]}",,20.0,100000.0,False,,,,,,,
898,Calyrex,calyrex,"{'atk': 162, 'def': 162, 'hp': 225}","['psychic', 'grass']","['POUND', 'CONFUSION']","['PSYSHOCK', 'PSYCHIC', 'ENERGY_BALL']",,"{'cp500': [8, 11, 14, 15], 'cp1500': [25, 4, 15, 7], 'cp2500': [49, 13, 15, 12], 'cp2500l40': [40, 15, 15, 15]}",,20.0,100000.0,False,,,,,,,
898,Calyrex (Ice Rider),calyrex_ice_rider,"{'atk': 268, 'def': 246, 'hp': 205}","['psychic', 'ice']","['CONFUSION', 'TAKE_DOWN']","['PSYSHOCK', 'PSYCHIC', 'ENERGY_BALL', 'AVALANCHE']",,"{'cp500': [4.5, 15, 13, 11], 'cp1500': [13, 5, 10, 13], 'cp2500': [21.5, 4, 14, 13]}",,20.0,100000.0,False,,,,,,,
899,Wyrdeer,wyrdeer,"{'atk': 206, 'def': 145, 'hp': 230}","['normal', 'psychic']","['TACKLE', 'ZEN_HEADBUTT', 'CONFUSION']","['MEGAHORN', 'STOMP', 'WILD_CHARGE', 'PSYCHIC']",,"{'cp500': [7, 5, 15, 6], 'cp1500': [20.5, 4, 15, 7], 'cp2500': [37.5, 4, 13, 15]}",,5.0,75000.0,True,"{'id': 'FAMILY_STANTLER', 'parent': 'stantler'}",,,,,,
900,Kleavor,kleavor,"{'atk': 253, 'def': 174, 'hp': 172}","['bug', 'rock']","['QUICK_ATTACK', 'AIR_SLASH']","['X_SCISSOR', 'ROCK_SLIDE', 'STONE_EDGE', 'TRAILBLAZE']",,"{'cp500': [6, 7, 11, 15], 'cp1500': [17.5, 5, 14, 12], 'cp2500': [29, 6, 13, 14]}",,5.0,75000.0,True,"{'id': 'FAMILY_SCYTHER', 'parent': 'scyther'}",,,,,,
901,Ursaluna,ursaluna,"{'atk': 243, 'def': 181, 'hp': 277}","['ground', 'normal']","['TACKLE', 'ROCK_SMASH']","['FIRE_PUNCH', 'THUNDER_PUNCH', 'AERIAL_ACE', 'HIGH_HORSEPOWER', 'ICE_PUNCH', 'TRAILBLAZE', 'SWIFT']",['shadoweligible'],"{'cp500': [5, 7, 15, 9], 'cp1500': [14.5, 5, 10, 9], 'cp2500': [23.5, 8, 13, 14]}",2427.0,3.0,50000.0,True,"{'id': 'FAMILY_TEDDIURSA', 'parent': 'ursaring'}",['HIGH_HORSEPOWER'],,,,,
901,Ursaluna (Shadow),ursaluna_shadow,"{'atk': 243, 'def': 181, 'hp': 277}","['ground', 'normal']","['TACKLE', 'ROCK_SMASH']","['FIRE_PUNCH', 'THUNDER_PUNCH', 'AERIAL_ACE', 'HIGH_HORSEPOWER', 'ICE_PUNCH', 'TRAILBLAZE', 'SWIFT']",['shadow'],"{'cp500': [5, 7, 15, 9], 'cp1500': [14.5, 5, 10, 9], 'cp2500': [23.5, 8, 13, 14]}",,3.0,50000.0,True,"{'id': 'FAMILY_TEDDIURSA', 'parent': 'ursaring_shadow'}",['HIGH_HORSEPOWER'],,,,,
902,Basculegion (Female),basculegion_female,"{'atk': 199, 'def': 144, 'hp': 260}","['water', 'ghost']",['SPLASH'],['STRUGGLE'],[],"{'cp500': [7, 4, 8, 7], 'cp1500': [20, 5, 13, 10], 'cp2500': [36, 4, 15, 13]}",,,,False,"{'id': 'FAMILY_BASCULIN', 'parent': 'basculin'}",,,,,,
902,Basculegion (Male),basculegion_male,"{'atk': 217, 'def': 144, 'hp': 260}","['water', 'ghost']",['SPLASH'],['STRUGGLE'],[],"{'cp500': [6.5, 4, 7, 7], 'cp1500': [18, 7, 15, 12], 'cp2500': [31, 4, 15, 10]}",,,,False,"{'id': 'FAMILY_BASCULIN', 'parent': 'basculin'}",,,,,,
903,Sneasler,sneasler,"{'atk': 259, 'def': 158, 'hp': 190}","['fighting', 'poison']","['ROCK_SMASH', 'POISON_JAB', 'SHADOW_CLAW']","['AERIAL_ACE', 'CLOSE_COMBAT', 'X_SCISSOR']",['shadoweligible'],"{'cp500': [6, 5, 13, 7], 'cp1500': [17, 6, 15, 10], 'cp2500': [28.5, 6, 12, 12]}",2002.0,5.0,75000.0,True,"{'id': 'FAMILY_SNEASEL', 'parent': 'sneasel_hisuian'}",,3.0,,,,
903,Sneasler (Shadow),sneasler_shadow,"{'atk': 259, 'def': 158, 'hp': 190}","['fighting', 'poison']","['ROCK_SMASH', 'POISON_JAB', 'SHADOW_CLAW']","['AERIAL_ACE', 'CLOSE_COMBAT', 'X_SCISSOR']",['shadow'],"{'cp500': [6, 5, 13, 7], 'cp1500': [17, 6, 15, 10], 'cp2500': [28.5, 6, 12, 12]}",,5.0,75000.0,True,"{'id': 'FAMILY_SNEASEL', 'parent': 'sneasel_hisuian_shadow'}",,3.0,,,,
904,Overqwil,overqwil,"{'atk': 222, 'def': 171, 'hp': 198}","['dark', 'poison']","['POISON_STING', 'POISON_JAB']","['AQUA_TAIL', 'ICE_BEAM', 'SLUDGE_BOMB', 'DARK_PULSE', 'SHADOW_BALL']",,"{'cp500': [6.5, 5, 9, 15], 'cp1500': [19, 4, 12, 11], 'cp2500': [33.5, 4, 15, 7]}",,5.0,75000.0,True,"{'id': 'FAMILY_QWILFISH', 'parent': 'qwilfish_hisuian'}",,,,,,
905,Enamorus (Incarnate),enamorus_incarnate,"{'atk': 281, 'def': 162, 'hp': 179}","['fairy', 'flying']","['ASTONISH', 'ZEN_HEADBUTT', 'FAIRY_WIND']","['DAZZLING_GLEAM', 'FLY', 'GRASS_KNOT']",['legendary'],"{'cp500': [5.5, 10, 12, 14], 'cp1500': [16, 4, 12, 15], 'cp2500': [26.5, 5, 14, 14]}",,20.0,100000.0,True,,,2.0,,,,
905,Enamorus (Therian),enamorus_therian,"{'atk': 250, 'def': 201, 'hp': 179}","['fairy', 'flying']","['ASTONISH', 'ZEN_HEADBUTT', 'FAIRY_WIND']","['DAZZLING_GLEAM', 'FLY', 'GRASS_KNOT']",['legendary'],"{'cp500': [5.5, 9, 15, 14], 'cp1500': [16, 8, 13, 14], 'cp2500': [27.5, 4, 10, 11]}",,20.0,100000.0,False,,,,,,,
906,Sprigatito,sprigatito,"{'atk': 116, 'def': 99, 'hp': 120}","['grass', 'none']","['LEAFAGE', 'CHARM']","['GRASS_KNOT', 'PLAY_ROUGH', 'ENERGY_BALL']",,"{'cp500': [19.5, 4, 12, 9], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,10000.0,True,"{'id': 'FAMILY_SPRIGATITO', 'evolutions': ['floragato']}",,,,,,
907,Floragato,floragato,"{'atk': 157, 'def': 128, 'hp': 156}","['grass', 'none']","['LEAFAGE', 'CHARM']","['GRASS_KNOT', 'PLAY_ROUGH', 'ENERGY_BALL']",,"{'cp500': [11, 7, 15, 12], 'cp1500': [37.5, 4, 15, 11], 'cp2500': [50, 15, 15, 15]}",,3.0,10000.0,True,"{'id': 'FAMILY_SPRIGATITO', 'parent': 'sprigatito', 'evolutions': ['meowscarada']}",,,,,,
908,Meowscarada,meowscarada,"{'atk': 233, 'def': 153, 'hp': 183}","['grass', 'dark']","['LEAFAGE', 'CHARM']","['GRASS_KNOT', 'PLAY_ROUGH', 'ENERGY_BALL', 'NIGHT_SLASH']",,"{'cp500': [6.5, 13, 12, 14], 'cp1500': [20, 4, 6, 15], 'cp2500': [35.5, 4, 11, 15]}",,3.0,10000.0,True,"{'id': 'FAMILY_SPRIGATITO', 'parent': 'floragato'}",,,,,,
909,Fuecoco,fuecoco,"{'atk': 112, 'def': 96, 'hp': 167}","['fire', 'none']","['INCINERATE', 'BITE']","['FLAMETHROWER', 'DISARMING_VOICE', 'CRUNCH']",,"{'cp500': [17.5, 4, 10, 12], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,10000.0,True,"{'id': 'FAMILY_FUECOCO', 'evolutions': ['crocalor']}",,,,,,
910,Crocalor,crocalor,"{'atk': 162, 'def': 134, 'hp': 191}","['fire', 'none']","['INCINERATE', 'BITE']","['FLAMETHROWER', 'DISARMING_VOICE', 'CRUNCH']",,"{'cp500': [9.5, 8, 13, 15], 'cp1500': [28.5, 6, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,10000.0,True,"{'id': 'FAMILY_FUECOCO', 'parent': 'fuecoco', 'evolutions': ['skeledirge']}",,,,,,
911,Skeledirge,skeledirge,"{'atk': 207, 'def': 178, 'hp': 232}","['fire', 'ghost']","['INCINERATE', 'BITE']","['FLAMETHROWER', 'DISARMING_VOICE', 'CRUNCH', 'SHADOW_BALL']",,"{'cp500': [6.5, 4, 4, 11], 'cp1500': [18.5, 4, 12, 11], 'cp2500': [31.5, 5, 12, 11]}",,3.0,10000.0,True,"{'id': 'FAMILY_FUECOCO', 'parent': 'crocalor'}",,,['dirge'],,,
912,Quaxly,quaxly,"{'atk': 120, 'def': 86, 'hp': 146}","['water', 'none']","['WATER_GUN', 'WING_ATTACK']","['AQUA_JET', 'AERIAL_ACE', 'LIQUIDATION']",,"{'cp500': [18, 4, 14, 11], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,10000.0,True,"{'id': 'FAMILY_QUAXLY', 'evolutions': ['quaxwell']}",,,,,,
913,Quaxwell,quaxwell,"{'atk': 162, 'def': 123, 'hp': 172}","['water', 'none']","['WATER_GUN', 'WING_ATTACK']","['AQUA_JET', 'AERIAL_ACE', 'LIQUIDATION']",,"{'cp500': [10.5, 4, 14, 13], 'cp1500': [32.5, 5, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,10000.0,True,"{'id': 'FAMILY_QUAXLY', 'parent': 'quaxly', 'evolutions': ['quaquaval']}",,,,,,
914,Quaquaval,quaquaval,"{'atk': 236, 'def': 159, 'hp': 198}","['water', 'fighting']","['WATER_GUN', 'WING_ATTACK']","['AQUA_JET', 'AERIAL_ACE', 'LIQUIDATION', 'CLOSE_COMBAT']",,"{'cp500': [6.5, 5, 8, 5], 'cp1500': [18.5, 4, 10, 13], 'cp2500': [30.5, 6, 15, 12]}",,3.0,10000.0,True,"{'id': 'FAMILY_QUAXLY', 'parent': 'quaxwell'}",,,,,,
915,Lechonk,lechonk,"{'atk': 81, 'def': 79, 'hp': 144}","['normal', 'none']","['TACKLE', 'TAKE_DOWN']","['DIG', 'BODY_SLAM', 'TRAILBLAZE']",,"{'cp500': [27, 4, 15, 12], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_LECHONK', 'evolutions': ['oinkologne', 'oinkologne']}",,,,,,
916,Oinkologne,oinkologne,"{'atk': 186, 'def': 153, 'hp': 242}","['normal', 'none']","['TACKLE', 'TAKE_DOWN']","['DIG', 'BODY_SLAM', 'TRAILBLAZE']",,"{'cp500': [7.5, 4, 4, 12], 'cp1500': [21, 7, 15, 14], 'cp2500': [42.5, 4, 15, 6], 'cp2500l40': [38, 13, 15, 13]}",,1.0,10000.0,True,"{'id': 'FAMILY_LECHONK', 'parent': 'lechonk'}",,,,,,
916,Oinkologne (Female),oinkologne_female,"{'atk': 169, 'def': 162, 'hp': 251}","['normal', 'none']","['TACKLE', 'TAKE_DOWN']","['DIG', 'BODY_SLAM', 'TRAILBLAZE']",,"{'cp500': [7.5, 5, 15, 14], 'cp1500': [22.5, 6, 12, 11], 'cp2500': [45.5, 5, 14, 11], 'cp2500l40': [40, 15, 15, 15]}",,1.0,10000.0,True,"{'id': 'FAMILY_LECHONK', 'parent': 'lechonk'}",,2.0,,,,
917,Tarountula,tarountula,"{'atk': 70, 'def': 77, 'hp': 111}","['bug', 'none']","['BUG_BITE', 'STRUGGLE_BUG']","['X_SCISSOR', 'GRASS_KNOT', 'LUNGE']",,"{'cp500': [41.5, 4, 13, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15], 'cp500l40': [39.5, 6, 14, 13]}",,1.0,50000.0,False,"{'id': 'FAMILY_TAROUNTULA', 'evolutions': ['spidops']}",,,,,,
